Fact_ID,State,Year,Population,FK_Substance_Group,FK_User_Type,Population_Totals,Population_Rates,FK_Age_Group
46331,Connecticut,2007,356482,Marijuana,Used Past Year,123,345.547,18_25
46332,Delaware,2007,92374,Marijuana,Used Past Year,32,343.938,18_25
46333,District of Columbia,2007,84647,Marijuana,Used Past Year,31,367.415,18_25
46334,Florida,2007,1777472,Marijuana,Used Past Year,463,260.407,18_25
46335,Georgia,2007,999107,Marijuana,Used Past Year,248,248.706,18_25
46336,Hawaii,2007,128777,Marijuana,Used Past Year,38,292.883,18_25
46337,Idaho,2007,163520,Marijuana,Used Past Year,41,252.378,18_25
46338,Illinois,2007,1442935,Marijuana,Used Past Year,376,260.832,18_25
46339,Indiana,2007,677663,Marijuana,Used Past Year,186,274.09,18_25
46340,Iowa,2007,340717,Marijuana,Used Past Year,61,180.008,18_25
46341,Kansas,2007,321431,Marijuana,Used Past Year,81,251.312,18_25
46342,Kentucky,2007,425520,Marijuana,Used Past Year,109,256.154,18_25
46343,Louisiana,2007,513946,Marijuana,Used Past Year,118,228.638,18_25
46344,Maine,2007,125395,Marijuana,Used Past Year,46,364.747,18_25
46345,Maryland,2007,598009,Marijuana,Used Past Year,176,294.043,18_25
46346,Massachusetts,2007,733229,Marijuana,Used Past Year,261,356.609,18_25
46347,Michigan,2007,1086307,Marijuana,Used Past Year,349,321.217,18_25
46348,Minnesota,2007,576248,Marijuana,Used Past Year,191,331.852,18_25
46349,Mississippi,2007,329777,Marijuana,Used Past Year,63,190.252,18_25
46350,Missouri,2007,623849,Marijuana,Used Past Year,159,255.312,18_25
46351,Montana,2007,105436,Marijuana,Used Past Year,37,352.277,18_25
46352,Nebraska,2007,208669,Marijuana,Used Past Year,50,238.609,18_25
46353,Nevada,2007,241972,Marijuana,Used Past Year,67,276.107,18_25
46354,New Hampshire,2007,132548,Marijuana,Used Past Year,55,415.644,18_25
46355,New Jersey,2007,858459,Marijuana,Used Past Year,230,268.232,18_25
46356,New Mexico,2007,226011,Marijuana,Used Past Year,64,282.835,18_25
46357,New York,2007,2218415,Marijuana,Used Past Year,717,323.362,18_25
46358,North Carolina,2007,926614,Marijuana,Used Past Year,252,271.534,18_25
46359,North Dakota,2007,89213,Marijuana,Used Past Year,22,242.973,18_25
46360,Ohio,2007,1210200,Marijuana,Used Past Year,348,287.758,18_25
46361,Oklahoma,2007,408764,Marijuana,Used Past Year,84,205.259,18_25
46362,Oregon,2007,383360,Marijuana,Used Past Year,142,369.494,18_25
46363,Pennsylvania,2007,1325852,Marijuana,Used Past Year,357,268.928,18_25
46364,Rhode Island,2007,126249,Marijuana,Used Past Year,56,441.113,18_25
46365,South Carolina,2007,460337,Marijuana,Used Past Year,109,236.168,18_25
46366,South Dakota,2007,90910,Marijuana,Used Past Year,23,249.832,18_25
46367,Tennessee,2007,616545,Marijuana,Used Past Year,161,261.654,18_25
46368,Texas,2007,2702238,Marijuana,Used Past Year,545,201.613,18_25
46369,Utah,2007,374336,Marijuana,Used Past Year,63,168.109,18_25
46370,Vermont,2007,68089,Marijuana,Used Past Year,30,445.644,18_25
46371,Virginia,2007,820128,Marijuana,Used Past Year,226,275.046,18_25
46372,Washington,2007,673412,Marijuana,Used Past Year,207,308.054,18_25
46373,West Virginia,2007,177189,Marijuana,Used Past Year,43,241.22,18_25
46374,Wisconsin,2007,613671,Marijuana,Used Past Year,191,310.696,18_25
46375,Wyoming,2007,59260,Marijuana,Used Past Year,16,271.32,18_25
46376,Alabama,2008,505718,Marijuana,Used Past Year,114,226.035,18_25
46377,Alaska,2008,77131,Marijuana,Used Past Year,27,355.106,18_25
46378,Arizona,2008,686141,Marijuana,Used Past Year,202,294.163,18_25
46379,Arkansas,2008,295741,Marijuana,Used Past Year,82,275.905,18_25
46380,California,2008,4329856,Marijuana,Used Past Year,1392,321.473,18_25
46381,Colorado,2008,527605,Marijuana,Used Past Year,204,385.898,18_25
46382,Connecticut,2008,363648,Marijuana,Used Past Year,135,371.033,18_25
46383,Delaware,2008,93807,Marijuana,Used Past Year,34,359.172,18_25
46384,District of Columbia,2008,86607,Marijuana,Used Past Year,29,331.63,18_25
46385,Florida,2008,1804515,Marijuana,Used Past Year,480,265.83,18_25
46386,Georgia,2008,1013813,Marijuana,Used Past Year,270,266.043,18_25
46387,Hawaii,2008,131005,Marijuana,Used Past Year,41,311.356,18_25
46388,Idaho,2008,164370,Marijuana,Used Past Year,47,282.979,18_25
46389,Illinois,2008,1461607,Marijuana,Used Past Year,408,279.459,18_25
46390,Indiana,2008,679069,Marijuana,Used Past Year,185,272.208,18_25
46391,Iowa,2008,339894,Marijuana,Used Past Year,70,205.379,18_25
46392,Kansas,2008,321796,Marijuana,Used Past Year,82,256.251,18_25
46393,Kentucky,2008,428585,Marijuana,Used Past Year,106,246.574,18_25
46394,Louisiana,2008,523818,Marijuana,Used Past Year,122,232.342,18_25
46395,Maine,2008,125205,Marijuana,Used Past Year,50,396.842,18_25
46396,Maryland,2008,611079,Marijuana,Used Past Year,185,303.203,18_25
46397,Massachusetts,2008,758227,Marijuana,Used Past Year,305,401.894,18_25
46398,Michigan,2008,1086902,Marijuana,Used Past Year,351,323.33,18_25
46399,Minnesota,2008,574322,Marijuana,Used Past Year,172,299.176,18_25
46400,Mississippi,2008,331040,Marijuana,Used Past Year,67,203.588,18_25
46401,Missouri,2008,626322,Marijuana,Used Past Year,170,271.909,18_25
46402,Montana,2008,105444,Marijuana,Used Past Year,37,349.639,18_25
46403,Nebraska,2008,208854,Marijuana,Used Past Year,51,246.283,18_25
46404,Nevada,2008,246764,Marijuana,Used Past Year,72,289.8,18_25
46405,New Hampshire,2008,133724,Marijuana,Used Past Year,56,418.32,18_25
46406,New Jersey,2008,871610,Marijuana,Used Past Year,262,300.05,18_25
46407,New Mexico,2008,227941,Marijuana,Used Past Year,67,292.29,18_25
46408,New York,2008,2262614,Marijuana,Used Past Year,823,363.572,18_25
46409,North Carolina,2008,947518,Marijuana,Used Past Year,269,283.481,18_25
46410,North Dakota,2008,88745,Marijuana,Used Past Year,20,230.622,18_25
46411,Ohio,2008,1213022,Marijuana,Used Past Year,358,295.391,18_25
46412,Oklahoma,2008,409494,Marijuana,Used Past Year,103,250.567,18_25
46413,Oregon,2008,386957,Marijuana,Used Past Year,144,373.254,18_25
46414,Pennsylvania,2008,1342616,Marijuana,Used Past Year,386,287.768,18_25
46415,Rhode Island,2008,127468,Marijuana,Used Past Year,50,394.751,18_25
46416,South Carolina,2008,469765,Marijuana,Used Past Year,120,255.789,18_25
46417,South Dakota,2008,90798,Marijuana,Used Past Year,23,256.695,18_25
46418,Tennessee,2008,622376,Marijuana,Used Past Year,164,262.756,18_25
46419,Texas,2008,2737418,Marijuana,Used Past Year,603,220.299,18_25
46420,Utah,2008,376060,Marijuana,Used Past Year,67,177.003,18_25
46421,Vermont,2008,68523,Marijuana,Used Past Year,31,452.532,18_25
46422,Virginia,2008,835958,Marijuana,Used Past Year,226,270.279,18_25
46423,Washington,2008,685351,Marijuana,Used Past Year,234,341.081,18_25
46424,West Virginia,2008,176668,Marijuana,Used Past Year,47,266.311,18_25
46425,Wisconsin,2008,615402,Marijuana,Used Past Year,192,311.326,18_25
46426,Wyoming,2008,60175,Marijuana,Used Past Year,16,272.428,18_25
46427,Alabama,2009,515510,Marijuana,Used Past Year,118,229.293,18_25
46428,Alaska,2009,81679,Marijuana,Used Past Year,30,367.677,18_25
46429,Arizona,2009,698979,Marijuana,Used Past Year,194,277.628,18_25
46430,Arkansas,2009,301928,Marijuana,Used Past Year,72,237.685,18_25
46431,California,2009,4325900,Marijuana,Used Past Year,1422,328.703,18_25
46432,Colorado,2009,549726,Marijuana,Used Past Year,225,409.199,18_25
46433,Connecticut,2009,375156,Marijuana,Used Past Year,146,390.306,18_25
46434,Delaware,2009,94200,Marijuana,Used Past Year,34,356.501,18_25
46435,District of Columbia,2009,86622,Marijuana,Used Past Year,30,343.925,18_25
46436,Florida,2009,1850052,Marijuana,Used Past Year,530,286.667,18_25
46437,Georgia,2009,1050786,Marijuana,Used Past Year,276,262.443,18_25
46438,Hawaii,2009,131160,Marijuana,Used Past Year,41,314.634,18_25
46439,Idaho,2009,171302,Marijuana,Used Past Year,51,297.47,18_25
46440,Illinois,2009,1460312,Marijuana,Used Past Year,455,311.536,18_25
46441,Indiana,2009,701086,Marijuana,Used Past Year,198,282.863,18_25
46442,Iowa,2009,350071,Marijuana,Used Past Year,86,244.611,18_25
46443,Kansas,2009,330970,Marijuana,Used Past Year,89,269.14,18_25
46444,Kentucky,2009,446645,Marijuana,Used Past Year,102,228.805,18_25
46445,Louisiana,2009,527254,Marijuana,Used Past Year,127,240.924,18_25
46446,Maine,2009,128182,Marijuana,Used Past Year,54,418.869,18_25
46447,Maryland,2009,616208,Marijuana,Used Past Year,191,309.389,18_25
46448,Massachusetts,2009,766014,Marijuana,Used Past Year,339,442.933,18_25
46449,Michigan,2009,1097830,Marijuana,Used Past Year,358,325.85,18_25
46450,Minnesota,2009,583280,Marijuana,Used Past Year,175,300.243,18_25
46451,Mississippi,2009,336097,Marijuana,Used Past Year,73,217.007,18_25
46452,Missouri,2009,643637,Marijuana,Used Past Year,178,275.996,18_25
46453,Montana,2009,110260,Marijuana,Used Past Year,41,376.02,18_25
46454,Nebraska,2009,214428,Marijuana,Used Past Year,56,262.755,18_25
46455,Nevada,2009,257198,Marijuana,Used Past Year,72,280.333,18_25
46456,New Hampshire,2009,140176,Marijuana,Used Past Year,59,417.433,18_25
46457,New Jersey,2009,873788,Marijuana,Used Past Year,278,317.769,18_25
46458,New Mexico,2009,228756,Marijuana,Used Past Year,73,319.731,18_25
46459,New York,2009,2236966,Marijuana,Used Past Year,773,345.613,18_25
46460,North Carolina,2009,986404,Marijuana,Used Past Year,299,302.617,18_25
46461,North Dakota,2009,92922,Marijuana,Used Past Year,21,225.477,18_25
46462,Ohio,2009,1214036,Marijuana,Used Past Year,372,306.712,18_25
46463,Oklahoma,2009,419077,Marijuana,Used Past Year,117,279.475,18_25
46464,Oregon,2009,401242,Marijuana,Used Past Year,156,388.969,18_25
46465,Pennsylvania,2009,1360835,Marijuana,Used Past Year,428,314.337,18_25
46466,Rhode Island,2009,129145,Marijuana,Used Past Year,55,426.907,18_25
46467,South Carolina,2009,480982,Marijuana,Used Past Year,138,287.474,18_25
46468,South Dakota,2009,93602,Marijuana,Used Past Year,24,256.598,18_25
46469,Tennessee,2009,646257,Marijuana,Used Past Year,168,259.616,18_25
46470,Texas,2009,2813275,Marijuana,Used Past Year,671,238.34,18_25
46471,Utah,2009,379390,Marijuana,Used Past Year,70,185.231,18_25
46472,Vermont,2009,72557,Marijuana,Used Past Year,34,463.466,18_25
46473,Virginia,2009,865844,Marijuana,Used Past Year,254,293.215,18_25
46474,Washington,2009,706882,Marijuana,Used Past Year,272,384.986,18_25
46475,West Virginia,2009,183731,Marijuana,Used Past Year,50,274.851,18_25
46476,Wisconsin,2009,634912,Marijuana,Used Past Year,188,296.097,18_25
46477,Wyoming,2009,62918,Marijuana,Used Past Year,16,256.046,18_25
46478,Alabama,2010,535455,Marijuana,Used Past Year,120,223.545,18_25
46479,Alaska,2010,77636,Marijuana,Used Past Year,29,375.666,18_25
46480,Arizona,2010,700156,Marijuana,Used Past Year,190,271.708,18_25
46481,Arkansas,2010,316170,Marijuana,Used Past Year,74,233.179,18_25
46482,California,2010,4379387,Marijuana,Used Past Year,1429,326.336,18_25
46483,Colorado,2010,548890,Marijuana,Used Past Year,219,399.471,18_25
46484,Connecticut,2010,364200,Marijuana,Used Past Year,134,367.584,18_25
46485,Delaware,2010,99853,Marijuana,Used Past Year,36,364.108,18_25
46486,District of Columbia,2010,98663,Marijuana,Used Past Year,38,382.606,18_25
46487,Florida,2010,1933760,Marijuana,Used Past Year,599,309.819,18_25
46488,Georgia,2010,1066108,Marijuana,Used Past Year,259,242.648,18_25
46489,Hawaii,2010,134011,Marijuana,Used Past Year,38,282.176,18_25
46490,Idaho,2010,172570,Marijuana,Used Past Year,43,251.72,18_25
46491,Illinois,2010,1393734,Marijuana,Used Past Year,449,322.159,18_25
46492,Indiana,2010,726313,Marijuana,Used Past Year,206,283.836,18_25
46493,Iowa,2010,344598,Marijuana,Used Past Year,99,286.068,18_25
46494,Kansas,2010,319632,Marijuana,Used Past Year,83,260.49,18_25
46495,Kentucky,2010,456240,Marijuana,Used Past Year,108,236.024,18_25
46496,Louisiana,2010,525362,Marijuana,Used Past Year,119,225.691,18_25
46497,Maine,2010,129424,Marijuana,Used Past Year,48,367.338,18_25
46498,Maryland,2010,622291,Marijuana,Used Past Year,198,318.598,18_25
46499,Massachusetts,2010,763633,Marijuana,Used Past Year,328,429.712,18_25
46500,Michigan,2010,1088897,Marijuana,Used Past Year,364,334.676,18_25
46501,Minnesota,2010,571065,Marijuana,Used Past Year,182,318.064,18_25
46502,Mississippi,2010,333665,Marijuana,Used Past Year,77,232.06,18_25
46503,Missouri,2010,653980,Marijuana,Used Past Year,183,279.194,18_25
46504,Montana,2010,106003,Marijuana,Used Past Year,41,383.399,18_25
46505,Nebraska,2010,205186,Marijuana,Used Past Year,50,243.295,18_25
46506,Nevada,2010,279716,Marijuana,Used Past Year,83,297.569,18_25
46507,New Hampshire,2010,137371,Marijuana,Used Past Year,57,415.045,18_25
46508,New Jersey,2010,866637,Marijuana,Used Past Year,278,320.47,18_25
46509,New Mexico,2010,225076,Marijuana,Used Past Year,72,319.387,18_25
46510,New York,2010,2236959,Marijuana,Used Past Year,713,318.57,18_25
46511,North Carolina,2010,1007676,Marijuana,Used Past Year,323,320.253,18_25
46512,North Dakota,2010,89035,Marijuana,Used Past Year,21,237.708,18_25
46513,Ohio,2010,1227142,Marijuana,Used Past Year,382,311.065,18_25
46514,Oklahoma,2010,420490,Marijuana,Used Past Year,97,231.44,18_25
46515,Oregon,2010,408353,Marijuana,Used Past Year,161,393.353,18_25
46516,Pennsylvania,2010,1402639,Marijuana,Used Past Year,439,313.079,18_25
46517,Rhode Island,2010,132016,Marijuana,Used Past Year,60,458.133,18_25
46518,South Carolina,2010,510126,Marijuana,Used Past Year,141,276.599,18_25
46519,South Dakota,2010,90572,Marijuana,Used Past Year,20,225.369,18_25
46520,Tennessee,2010,675875,Marijuana,Used Past Year,169,249.308,18_25
46521,Texas,2010,2871691,Marijuana,Used Past Year,697,242.857,18_25
46522,Utah,2010,362693,Marijuana,Used Past Year,62,170.394,18_25
46523,Vermont,2010,72220,Marijuana,Used Past Year,34,469.604,18_25
46524,Virginia,2010,874464,Marijuana,Used Past Year,257,294.21,18_25
46525,Washington,2010,729323,Marijuana,Used Past Year,277,379.696,18_25
46526,West Virginia,2010,188497,Marijuana,Used Past Year,56,295.769,18_25
46527,Wisconsin,2010,617748,Marijuana,Used Past Year,175,282.541,18_25
46528,Wyoming,2010,62674,Marijuana,Used Past Year,16,256.993,18_25
46529,Alabama,2011,536921,Marijuana,Used Past Year,126,235.442,18_25
46530,Alaska,2011,80497,Marijuana,Used Past Year,31,382.038,18_25
46531,Arizona,2011,709377,Marijuana,Used Past Year,207,291.969,18_25
46532,Arkansas,2011,317333,Marijuana,Used Past Year,80,250.963,18_25
46533,California,2011,4427350,Marijuana,Used Past Year,1483,335,18_25
46534,Colorado,2011,556502,Marijuana,Used Past Year,219,393.922,18_25
46535,Connecticut,2011,369988,Marijuana,Used Past Year,144,389.479,18_25
46536,Delaware,2011,101269,Marijuana,Used Past Year,39,389.245,18_25
46537,District of Columbia,2011,96533,Marijuana,Used Past Year,41,422.929,18_25
46538,Florida,2011,1959129,Marijuana,Used Past Year,614,313.581,18_25
46539,Georgia,2011,1085263,Marijuana,Used Past Year,283,261.192,18_25
46540,Hawaii,2011,138119,Marijuana,Used Past Year,44,315.12,18_25
46541,Idaho,2011,173198,Marijuana,Used Past Year,42,240.183,18_25
46542,Illinois,2011,1393927,Marijuana,Used Past Year,451,323.393,18_25
46543,Indiana,2011,729904,Marijuana,Used Past Year,214,292.585,18_25
46544,Iowa,2011,346249,Marijuana,Used Past Year,101,292.449,18_25
46545,Kansas,2011,321178,Marijuana,Used Past Year,77,239.753,18_25
46546,Kentucky,2011,459703,Marijuana,Used Past Year,122,266.211,18_25
46547,Louisiana,2011,524049,Marijuana,Used Past Year,129,246.864,18_25
46548,Maine,2011,129601,Marijuana,Used Past Year,47,361.41,18_25
46549,Maryland,2011,628350,Marijuana,Used Past Year,209,332.483,18_25
46550,Massachusetts,2011,768767,Marijuana,Used Past Year,311,405.083,18_25
46551,Michigan,2011,1098296,Marijuana,Used Past Year,378,344.069,18_25
46552,Minnesota,2011,570686,Marijuana,Used Past Year,193,337.736,18_25
46553,Mississippi,2011,335677,Marijuana,Used Past Year,83,248.199,18_25
46554,Missouri,2011,654561,Marijuana,Used Past Year,187,285.499,18_25
46555,Montana,2011,107193,Marijuana,Used Past Year,41,382.153,18_25
46556,Nebraska,2011,205521,Marijuana,Used Past Year,53,259.822,18_25
46557,Nevada,2011,282581,Marijuana,Used Past Year,90,319.867,18_25
46558,New Hampshire,2011,138951,Marijuana,Used Past Year,59,423.596,18_25
46559,New Jersey,2011,876279,Marijuana,Used Past Year,296,337.842,18_25
46560,New Mexico,2011,226502,Marijuana,Used Past Year,75,329.849,18_25
46561,New York,2011,2242476,Marijuana,Used Past Year,782,348.735,18_25
46562,North Carolina,2011,1024771,Marijuana,Used Past Year,316,308.331,18_25
46563,North Dakota,2011,91747,Marijuana,Used Past Year,25,272.498,18_25
46564,Ohio,2011,1230773,Marijuana,Used Past Year,393,319.002,18_25
46565,Oklahoma,2011,423379,Marijuana,Used Past Year,108,254.704,18_25
46566,Oregon,2011,409608,Marijuana,Used Past Year,155,379.053,18_25
46567,Pennsylvania,2011,1405623,Marijuana,Used Past Year,449,319.281,18_25
46568,Rhode Island,2011,132549,Marijuana,Used Past Year,61,460.349,18_25
46569,South Carolina,2011,513846,Marijuana,Used Past Year,158,306.691,18_25
46570,South Dakota,2011,91190,Marijuana,Used Past Year,24,259.228,18_25
46571,Tennessee,2011,683640,Marijuana,Used Past Year,170,248.05,18_25
46572,Texas,2011,2919940,Marijuana,Used Past Year,720,246.441,18_25
46573,Utah,2011,363323,Marijuana,Used Past Year,68,186.631,18_25
46574,Vermont,2011,72804,Marijuana,Used Past Year,34,469.907,18_25
46575,Virginia,2011,885563,Marijuana,Used Past Year,269,303.859,18_25
46576,Washington,2011,735790,Marijuana,Used Past Year,267,362.33,18_25
46577,West Virginia,2011,189182,Marijuana,Used Past Year,56,297.335,18_25
46578,Wisconsin,2011,617016,Marijuana,Used Past Year,181,292.684,18_25
46579,Wyoming,2011,63165,Marijuana,Used Past Year,17,273.773,18_25
46580,Alabama,2012,536933,Marijuana,Used Past Year,136,253.621,18_25
46581,Alaska,2012,82442,Marijuana,Used Past Year,29,357.103,18_25
46582,Arizona,2012,720761,Marijuana,Used Past Year,225,312.585,18_25
46583,Arkansas,2012,318730,Marijuana,Used Past Year,78,243.375,18_25
46584,California,2012,4458805,Marijuana,Used Past Year,1519,340.768,18_25
46585,Colorado,2012,565276,Marijuana,Used Past Year,240,424.241,18_25
46586,Connecticut,2012,376034,Marijuana,Used Past Year,148,394.09,18_25
46587,Delaware,2012,102080,Marijuana,Used Past Year,39,384.915,18_25
46588,District of Columbia,2012,94677,Marijuana,Used Past Year,41,436.762,18_25
46589,Florida,2012,1972330,Marijuana,Used Past Year,632,320.62,18_25
46590,Georgia,2012,1100053,Marijuana,Used Past Year,303,275.087,18_25
46591,Hawaii,2012,140225,Marijuana,Used Past Year,44,312.696,18_25
46592,Idaho,2012,173004,Marijuana,Used Past Year,44,251.757,18_25
46593,Illinois,2012,1394500,Marijuana,Used Past Year,438,314.262,18_25
46594,Indiana,2012,734767,Marijuana,Used Past Year,232,315.835,18_25
46595,Iowa,2012,349004,Marijuana,Used Past Year,104,298.011,18_25
46596,Kansas,2012,323430,Marijuana,Used Past Year,78,241.499,18_25
46597,Kentucky,2012,464737,Marijuana,Used Past Year,125,268.597,18_25
46598,Louisiana,2012,521917,Marijuana,Used Past Year,140,268.316,18_25
46599,Maine,2012,128694,Marijuana,Used Past Year,50,387.803,18_25
46600,Maryland,2012,631368,Marijuana,Used Past Year,216,342.657,18_25
46601,Massachusetts,2012,775063,Marijuana,Used Past Year,324,418.644,18_25
46602,Michigan,2012,1107310,Marijuana,Used Past Year,383,345.927,18_25
46603,Minnesota,2012,571439,Marijuana,Used Past Year,183,320.864,18_25
46604,Mississippi,2012,337204,Marijuana,Used Past Year,86,255.081,18_25
46605,Missouri,2012,655094,Marijuana,Used Past Year,210,319.904,18_25
46606,Montana,2012,108999,Marijuana,Used Past Year,38,349.784,18_25
46607,Nebraska,2012,207051,Marijuana,Used Past Year,58,278.324,18_25
46608,Nevada,2012,285463,Marijuana,Used Past Year,88,309.623,18_25
46609,New Hampshire,2012,140004,Marijuana,Used Past Year,62,439.762,18_25
46610,New Jersey,2012,884775,Marijuana,Used Past Year,274,309.805,18_25
46611,New Mexico,2012,228037,Marijuana,Used Past Year,73,320.615,18_25
46612,New York,2012,2243318,Marijuana,Used Past Year,762,339.731,18_25
46613,North Carolina,2012,1041859,Marijuana,Used Past Year,300,288.107,18_25
46614,North Dakota,2012,96345,Marijuana,Used Past Year,27,276.629,18_25
46615,Ohio,2012,1235683,Marijuana,Used Past Year,385,311.584,18_25
46616,Oklahoma,2012,426492,Marijuana,Used Past Year,115,270.273,18_25
46617,Oregon,2012,411744,Marijuana,Used Past Year,148,358.791,18_25
46618,Pennsylvania,2012,1397926,Marijuana,Used Past Year,458,327.759,18_25
46619,Rhode Island,2012,132076,Marijuana,Used Past Year,60,451.652,18_25
46620,South Carolina,2012,519243,Marijuana,Used Past Year,166,319.919,18_25
46621,South Dakota,2012,92359,Marijuana,Used Past Year,23,246.572,18_25
46622,Tennessee,2012,692825,Marijuana,Used Past Year,182,262.259,18_25
46623,Texas,2012,2964444,Marijuana,Used Past Year,742,250.251,18_25
46624,Utah,2012,367327,Marijuana,Used Past Year,75,205.208,18_25
46625,Vermont,2012,73369,Marijuana,Used Past Year,34,467.669,18_25
46626,Virginia,2012,893349,Marijuana,Used Past Year,291,325.28,18_25
46627,Washington,2012,738145,Marijuana,Used Past Year,277,375.668,18_25
46628,West Virginia,2012,189908,Marijuana,Used Past Year,50,264.432,18_25
46629,Wisconsin,2012,617207,Marijuana,Used Past Year,190,308.169,18_25
46630,Wyoming,2012,63905,Marijuana,Used Past Year,16,256.962,18_25
46631,Alabama,2013,535409,Marijuana,Used Past Year,145,269.916,18_25
46632,Alaska,2013,83456,Marijuana,Used Past Year,30,364.658,18_25
46633,Arizona,2013,732863,Marijuana,Used Past Year,231,315.284,18_25
46634,Arkansas,2013,319372,Marijuana,Used Past Year,85,265.284,18_25
46635,California,2013,4469106,Marijuana,Used Past Year,1506,336.943,18_25
46636,Colorado,2013,575557,Marijuana,Used Past Year,253,439.516,18_25
46637,Connecticut,2013,381473,Marijuana,Used Past Year,148,388.191,18_25
46638,Delaware,2013,101239,Marijuana,Used Past Year,39,385.606,18_25
46639,District of Columbia,2013,93509,Marijuana,Used Past Year,38,410.677,18_25
46640,Florida,2013,1980707,Marijuana,Used Past Year,666,336.389,18_25
46641,Georgia,2013,1108195,Marijuana,Used Past Year,308,277.803,18_25
46642,Hawaii,2013,140686,Marijuana,Used Past Year,38,273.162,18_25
46643,Idaho,2013,173361,Marijuana,Used Past Year,47,269.783,18_25
46644,Illinois,2013,1394857,Marijuana,Used Past Year,434,311.226,18_25
46645,Indiana,2013,740165,Marijuana,Used Past Year,264,356.153,18_25
46646,Iowa,2013,352842,Marijuana,Used Past Year,103,291.833,18_25
46647,Kansas,2013,325999,Marijuana,Used Past Year,93,284.572,18_25
46648,Kentucky,2013,470972,Marijuana,Used Past Year,132,280.457,18_25
46649,Louisiana,2013,519036,Marijuana,Used Past Year,143,276.412,18_25
46650,Maine,2013,127380,Marijuana,Used Past Year,54,420.265,18_25
46651,Maryland,2013,629854,Marijuana,Used Past Year,229,364.26,18_25
46652,Massachusetts,2013,782118,Marijuana,Used Past Year,334,427.214,18_25
46653,Michigan,2013,1114774,Marijuana,Used Past Year,391,350.468,18_25
46654,Minnesota,2013,571816,Marijuana,Used Past Year,188,329.149,18_25
46655,Mississippi,2013,338718,Marijuana,Used Past Year,86,253.033,18_25
46656,Missouri,2013,656394,Marijuana,Used Past Year,219,333.206,18_25
46657,Montana,2013,110655,Marijuana,Used Past Year,33,300.265,18_25
46658,Nebraska,2013,209508,Marijuana,Used Past Year,61,291.805,18_25
46659,Nevada,2013,287435,Marijuana,Used Past Year,90,311.622,18_25
46660,New Hampshire,2013,141165,Marijuana,Used Past Year,63,443.833,18_25
46661,New Jersey,2013,890874,Marijuana,Used Past Year,268,301.029,18_25
46662,New Mexico,2013,228647,Marijuana,Used Past Year,72,316.384,18_25
46663,New York,2013,2239134,Marijuana,Used Past Year,728,325.158,18_25
46664,North Carolina,2013,1054654,Marijuana,Used Past Year,307,291.423,18_25
46665,North Dakota,2013,100601,Marijuana,Used Past Year,27,267.556,18_25
46666,Ohio,2013,1235723,Marijuana,Used Past Year,381,308.557,18_25
46667,Oklahoma,2013,429192,Marijuana,Used Past Year,121,281.666,18_25
46668,Oregon,2013,413626,Marijuana,Used Past Year,157,380.506,18_25
46669,Pennsylvania,2013,1382616,Marijuana,Used Past Year,445,321.821,18_25
46670,Rhode Island,2013,131028,Marijuana,Used Past Year,58,441.343,18_25
46671,South Carolina,2013,521862,Marijuana,Used Past Year,149,285.563,18_25
46672,South Dakota,2013,93403,Marijuana,Used Past Year,23,242.078,18_25
46673,Tennessee,2013,700245,Marijuana,Used Past Year,179,255.389,18_25
46674,Texas,2013,3010183,Marijuana,Used Past Year,760,252.475,18_25
46675,Utah,2013,372803,Marijuana,Used Past Year,84,226.453,18_25
46676,Vermont,2013,73820,Marijuana,Used Past Year,34,462.839,18_25
46677,Virginia,2013,896567,Marijuana,Used Past Year,290,323.078,18_25
46678,Washington,2013,741218,Marijuana,Used Past Year,271,364.983,18_25
46679,West Virginia,2013,190362,Marijuana,Used Past Year,54,284.933,18_25
46680,Wisconsin,2013,620976,Marijuana,Used Past Year,200,322.729,18_25
46681,Wyoming,2013,63910,Marijuana,Used Past Year,18,275.014,18_25
46682,Alabama,2014,530600,Marijuana,Used Past Year,139,261.251,18_25
46683,Alaska,2014,83247,Marijuana,Used Past Year,34,406.933,18_25
46684,Arizona,2014,741492,Marijuana,Used Past Year,231,311.506,18_25
46685,Arkansas,2014,318914,Marijuana,Used Past Year,86,270.639,18_25
46686,California,2014,4457598,Marijuana,Used Past Year,1459,327.247,18_25
46687,Colorado,2014,587313,Marijuana,Used Past Year,266,452.39,18_25
46688,Connecticut,2014,385831,Marijuana,Used Past Year,162,421,18_25
46689,Delaware,2014,99525,Marijuana,Used Past Year,37,373.239,18_25
46690,District of Columbia,2014,93667,Marijuana,Used Past Year,41,437.808,18_25
46691,Florida,2014,1984453,Marijuana,Used Past Year,652,328.775,18_25
46692,Georgia,2014,1114618,Marijuana,Used Past Year,327,293.784,18_25
46693,Hawaii,2014,140448,Marijuana,Used Past Year,38,272.099,18_25
46694,Idaho,2014,174351,Marijuana,Used Past Year,45,256.552,18_25
46695,Illinois,2014,1388172,Marijuana,Used Past Year,444,319.551,18_25
46696,Indiana,2014,742735,Marijuana,Used Past Year,249,335.537,18_25
46697,Iowa,2014,356929,Marijuana,Used Past Year,98,273.177,18_25
46698,Kansas,2014,328661,Marijuana,Used Past Year,96,292.7,18_25
46699,Kentucky,2014,472877,Marijuana,Used Past Year,136,286.791,18_25
46700,Louisiana,2014,513576,Marijuana,Used Past Year,142,275.582,18_25
